tags	Tag1	Tag2	Tag3	Tag4	Tag5	duedate	starttime	duration	alertprior	priority	status	assignedto	sequence	title	description	outcome	webpage	recursunit	recursevery	recursdayofweek	recurswithinmonth	duedateymd	type	length	lastmod	lastmoddateymd	linkedtags
Bug Fix	Bug Fix					05/25/2013	00:00 AM	N/A	N/A	3	9		1.10	Fixed local file references		Changed file: references to always use five slashes at the start of the path, since this seems to be compatible with all the browsers I've tested with (and anything else fails with Firefox).		N/A	0	-1	-1	2013-05-25	Action	0	 	 	<a href='tags/bug-fix.html' rel='tag'>Bug Fix</a>
